image,appropriate,reason,subject
6_53226.jpg,yes.,"makeup ad, generally acceptable.",female.
6_53346.jpg,no.,revealing attire shown.,female.
6_62026.jpg,yes,"makeup advertisement, not revealing.",female
6_62236.jpg,no,depicts partial nudity,female
6_62476.jpg,yes.,fashionable jeans advertisement.,female.
6_63616.jpg,no,intimate couple imagery,all
6_63666.jpg,no,provocative pose and attire.,all
6_63956.jpg,no.,revealing female attire.,female.
6_63996.jpg,no.,provocative pose and attire.,female.
6_64326.jpg,no,"revealing clothing, suggestive pose",female
6_64386.jpg,no,features lingerie; revealing attire.,female
6_65856.jpg,no,features underwear models.,female
6_65976.jpg,no.,lingerie advertisement; potentially sensitive.,female.
6_68706.jpg,no.,advertisements may mislead.,all.
6_70146.jpg,yes.,no sensitive content shown.,all.
6_71966.jpg,no,child with cigarette,female
6_72036.jpg,no,dress may be too revealing,female
6_73036.jpg,no,"revealing clothing, provocative pose",female
6_73046.jpg,no,"lingerie advertisement, semi-nude",female
6_73096.jpg,no,"lingerie-advertisement, less-clothed women",female
6_74066.jpg,no,suggestive clothing and pose.,female
6_75386.jpg,yes.,child in modest dress.,female.
6_76986.jpg,no,"revealing clothing, pose",female
6_77156.jpg,no,intimate pose; revealing attire.,female
6_77256.jpg,no,suggestive pose and attire.,female
6_7726.jpg,yes.,sports attire generally accepted.,male.
6_77316.jpg,yes,"fully clothed, sitting casually.",female
6_77386.jpg,no,revealing clothing and pose,female
6_77796.jpg,no,underwear advertisement; pose,male
6_77856.jpg,no,underwear advertisement; partial nudity.,all
6_77916.jpg,no,man in underwear depicted.,male
6_78046.jpg,no,suggestive pose and attire.,female
6_78056.jpg,no,"skimpy outfits, intimate posture",all
6_78146.jpg,no,male with minimal clothing,male
6_7816.jpg,yes.,it's a candy advertisement.,male.
6_79266.jpg,no,intimate couple depiction,all
6_84336.jpg,yes,modest dress and pose.,female
6_84386.jpg,yes,image shows cosmetics ad.,female
6_84496.jpg,no,revealing attire may offend,female
6_84996.jpg,yes.,shoulders are not universally provocative.,female.
6_85056.jpg,no,"revealing outfit, suggestive pose",female
6_87146.jpg,no.,revealing clothing; feminine pose.,female.
6_87566.jpg,no,"partial nudity, sensual pose",all
6_87876.jpg,no,suggestive pose and attire,female
6_87926.jpg,no,revealing attire; shirtless.,male
6_89756.jpg,no,"immodest attire, intimate pose",all
6_89996.jpg,no,"revealing dress, suggestive pose",female
6_90556.jpg,no,"underwear visible, suggestive pose.",female
6_91376.jpg,yes.,"fully clothed, seated pose.",female.
6_91806.jpg,yes.,person is fully clothed.,female.
6_9196.jpg,yes.,modest attire shown.,female.
6_93186.jpg,yes,it's a sports celebration.,male
6_93646.jpg,yes,"fully clothed, sports context.",all
6_94376.jpg,no,"revealing attire, suggestive pose.",female
6_94486.jpg,yes,"modest attire, facial close-up.",female
6_94526.jpg,no,"implied nudity, suggestive pose.",female
6_94876.jpg,yes,"fully clothed, smiling, product advertisement.",female
6_9596.jpg,no,"revealing clothing, suggestive pose",female
6_97466.jpg,yes,fully clothed sitting woman,female
6_97486.jpg,no,suggestive pose and attire,female
6_97526.jpg,no,implied nudity; suggestive pose,female
6_97676.jpg,no.,"revealing clothing, suggestive pose.",female.
6_9896.jpg,no,revealing attire; suggestive pose.,female
7_100707.jpg,no,revealing attire on cover,female
7_101507.jpg,no,"alcoholic content, suggestive attire.",female
7_101807.jpg,yes,facial product advertisement.,female
7_10377.jpg,no.,revealing attire; alcohol advertisement.,female.
7_104417.jpg,yes,"fully clothed, non-provocative.",female
7_105997.jpg,yes.,"athletic attire, non-revealing.",all.
7_106037.jpg,yes,dress length culturally subjective,female
7_10647.jpg,no,"partial nudity, intimate pose.",all
7_107827.jpg,no,intimate couple depicted.,all
7_107917.jpg,no,partial nudity depicted.,female
7_107977.jpg,yes,"fully clothed, non-explicit",all
7_11167.jpg,no,implied nudity; intimate pose,all
7_115467.jpg,no.,revealing clothing; suggestive themes.,female.
7_115477.jpg,no,revealing swimsuit attire.,female
7_115527.jpg,no,revealing outfit; short dress,female
7_11557.jpg,,,
7_116217.jpg,yes.,image is non-offensive.,female.
7_116227.jpg,no,"nudity, provocative pose",female
7_116247.jpg,no.,partial nudity displayed.,male.
7_116447.jpg,no,contains nudity,female
7_116557.jpg,no.,partial nudity depicted.,female.
7_117977.jpg,no;,exposed leg might offend;,female.
7_118297.jpg,no.,midriff exposed.,female.
7_118317.jpg,yes,attire is relatively modest.,female
7_121187.jpg,no,revealing attire; pose might offend,female
7_121487.jpg,no,"lingerie advertisement, undressed models",female
7_122537.jpg,no,revealing attire may offend.,female
7_123187.jpg,no,revealing dress; pose.,female
7_123257.jpg,yes.,sport uniforms generally accepted.,female.
7_1237.jpg,yes,"fully clothed, smiling",female
7_124067.jpg,no,shows too much skin,female
7_125257.jpg,no,intimate attire and pose,all
7_125317.jpg,no,advertisement for adult medication,female
7_125497.jpg,no,"revealing clothing, partial nudity.",female
7_125877.jpg,yes,modest beauty product advertisement.,female
7_128997.jpg,yes,"modest dress, no explicit content.",female
7_130327.jpg,no,women in underwear visible,female
7_130357.jpg,no.,partial nudity shown.,female.
7_130587.jpg,yes,only makeup shown.,female
7_131977.jpg,yes,modest athletic attire shown.,male
7_137367.jpg,no,"revealing clothing, suggestive poses",male
7_137777.jpg,no,"minimal clothing, revealing",male
7_137827.jpg,no,"implied nudity, suggestive pose",female
7_137987.jpg,no,swimsuit-clad woman depicted.,female
7_139887.jpg,yes,fully clothed swimmer.,female
7_142687.jpg,no,revealing attire; suggestive pose.,female
7_143017.jpg,yes,everyone is modestly clothed.,female
7_143767.jpg,yes,fully clothed subjects.,all
7_143927.jpg,no,"revealing outfit, implied nudity",female
7_144767.jpg,yes,tennis outfit generally accepted,female
7_144787.jpg,no,revealing clothing depicted.,female
7_144987.jpg,no,revealing clothing; pose may offend.,female
7_147657.jpg,no,suggestive pose and attire.,female
7_14867.jpg,no.,"room underwater, unusual.",all.
7_149267.jpg,yes,"traditional clothing, touristic setting.",female
7_149587.jpg,yes.,"fully-clothed, non-provocative, landscape scene.",female.
7_150767.jpg,yes.,dress length conservative enough.,female.
7_151637.jpg,no,suggestive pose and attire.,female
7_151847.jpg,no.,revealing attire; suggestive pose.,female.
7_155457.jpg,yes,"fully clothed, seated casually.",male
7_155857.jpg,no,implies sexual content.,all
7_155897.jpg,no,skimpy clothing; semi-nude,male
7_156117.jpg,no,female's provocative pose and outfit.,female
7_156227.jpg,no,intimate couple pose,all
7_156577.jpg,yes,"fully clothed, elegant",female
7_156597.jpg,yes.,bridal dress advertisement.,female.
7_157157.jpg,no,sensual pose and attire.,female
7_157177.jpg,no,revealing attire shown,female
7_157207.jpg,no,"partial nudity, intimate pose",all
7_157397.jpg,no,"revealing clothing, suggestive pose",female
7_157477.jpg,no,lingerie advertisement; revealing clothing.,female
7_157607.jpg,no.,model in revealing swimsuit.,female.
7_157767.jpg,no.,"revealing clothing, suggestive pose.",female.
7_158657.jpg,no,"revealing attire, suggestiveness.",female
7_158837.jpg,no,suggestive pose and attire.,female
7_159737.jpg,no.,midriff exposure varies by culture.,female.
7_160727.jpg,no,revealing clothing depicted,female
7_161447.jpg,yes.,"fully dressed, family-friendly.",all.
7_163617.jpg,no,provocative attire and pose,female
7_164807.jpg,no.,provocative dress and text.,female.
7_165037.jpg,no,revealing attire; alcohol visible,female
7_166537.jpg,no,suggestive pose and attire.,all
7_19257.jpg,no,sensual pose and attire,female
7_19807.jpg,yes.,no sensitive content shown.,male.
7_20737.jpg,no,revealing swimwear attire,female
7_20817.jpg,no,"revealing attire, suggestive pose",male
7_20897.jpg,no,intimate couple pose,all
7_21007.jpg,no,"semi-nudity, sensual pose.",all
7_21857.jpg,yes,athletic attire depicted.,female
7_22397.jpg,yes,children playing outdoors.,all
7_22777.jpg,no,revealing clothing and posture,female
7_27.jpg,no,revealing clothing; pose,female
7_27367.jpg,yes.,no inappropriate content shown.,male.
7_28977.jpg,no,"revealing attire, provocative pose",female
7_30247.jpg,no,undergarments visible.,female
7_30857.jpg,yes.,"models fully clothed, product advertisement.",female.
7_31527.jpg,no.,suggestive pose and expression.,female.
7_32917.jpg,yes,modest dress; visible makeup,female
7_33127.jpg,yes.,modest dress and appearance.,female.
7_35227.jpg,no.,underwear advertisement; suggestive poses.,female.
7_35417.jpg,no,revealing attire shown,female
7_36607.jpg,no,"revealing clothing, suggestive pose",female
7_39087.jpg,yes.,culturally subjective standards.,female.
7_39117.jpg,no,revealing dress; visible cleavage.,female
7_39317.jpg,no,backless dress may offend.,female
7_39497.jpg,no,"partial nudity, suggestive pose.",female
7_40887.jpg,no,implied nudity; suggestive pose,female
7_41087.jpg,yes.,respectable attire and pose.,female.
7_41997.jpg,no.,provocative pose and attire.,female.
7_4257.jpg,no,female attire may be revealing.,female
7_42667.jpg,no.,suggestive attire and poses.,female.
7_45397.jpg,no.,undergarment depiction,female
7_45807.jpg,no,nudity is culturally sensitive.,female
7_45977.jpg,yes,"fully clothed, friendly message",female
7_46397.jpg,no.,shows lingerie; cultural sensibilities vary.,female.
7_46667.jpg,no.,model in minimal clothing.,female.
7_46837.jpg,no.,"revealing clothing, suggestive pose.",female.
7_46987.jpg,no,dress considered short,female
7_49267.jpg,no,"revealing clothing, suggestive pose",female
7_49497.jpg,yes,child in non-adult product advertisement,male
7_49577.jpg,no.,revealing clothing; suggestive posture.,male.
7_49587.jpg,no.,"revealing attire, intimate pose.",all.
7_50427.jpg,yes,fully clothed and modest.,female
7_50567.jpg,no,provocative pose and attire.,female
7_5287.jpg,yes,"summer clothing, not provocative",female
7_53777.jpg,yes.,"modest dress, classical art pose.",female.
7_53947.jpg,no,nudity present,female
7_54097.jpg,yes,no sensitive content shown,female
7_55067.jpg,yes,"sportswear ad, non-revealing.",female
7_57677.jpg,no,revealing attire; suggestive pose,female
7_59057.jpg,no,revealing clothing shown.,female
7_61937.jpg,no,"revealing clothing, suggestive pose",female
7_61957.jpg,no,revealing clothing; provocative pose,female
7_63717.jpg,no.,"revealing clothing, suggestive poses.",all.
7_64127.jpg,,,
7_64177.jpg,no,lingerie advertisement,female
7_64257.jpg,no,provocative attire and pose,female
7_64387.jpg,no,revealing clothing; suggestive pose,female
7_65117.jpg,yes.,gymnastics attire is standard.,female.
7_65797.jpg,yes,"formal attire, wedding context.",all
7_66227.jpg,no,implied nudity; suggestive pose.,female
7_67767.jpg,no.,revealing clothing; conservative standards.,female.
7_68997.jpg,no,immodest clothing for some cultures,all
7_69327.jpg,no,suggestive pose and attire,female
7_71307.jpg,yes,"fully clothed, non-provocative",female
7_71477.jpg,yes.,"fully clothed, modest pose.",female.
7_717.jpg,yes,"fully clothed, non-provocative",all
7_73057.jpg,no.,"revealing clothing, pose.",female.
7_7407.jpg,yes,fully clothed athlete,male
7_75657.jpg,yes,"modest clothing, no revealing elements",female
7_77127.jpg,no,"revealing clothing, suggestive pose",female
7_77777.jpg,no,partial nudity displayed,all
7_77787.jpg,no,potentially revealing clothing,female
7_78047.jpg,no,topless male holding baby.,male
7_80367.jpg,yes.,modest attire shown.,female.
7_8147.jpg,no,"revealing clothing, suggestive pose",female
7_84287.jpg,no,suggestive pose and attire.,female
7_84417.jpg,yes,modest attire; no explicit content.,female
7_84647.jpg,yes,no risqué content visible.,all
7_85047.jpg,yes,no revealing clothing.,female
7_86077.jpg,no.,revealing swimwear depicted.,female.
7_86087.jpg,no,revealing clothing depicted.,female
7_86257.jpg,no,"lingerie-advertising, revealing attire.",female
7_86377.jpg,yes.,everyone is decently dressed.,all.
7_88937.jpg,yes.,"fully clothed, winter scene, family-friendly.",all.
7_91087.jpg,yes,"fully clothed, exercising.",all
7_9157.jpg,no.,implies nudity; culturally sensitive.,female.
7_93387.jpg,no.,revealing clothing; suggestive pose.,female.
7_93507.jpg,yes.,child in traditional martial arts attire.,male.
7_93547.jpg,yes.,"martial arts; traditional, respectful attire.",all.
7_94787.jpg,no,revealing attire shown.,female
7_94987.jpg,yes.,dress length is modest.,female.
7_97507.jpg,yes,dress is non-revealing.,female
7_9757.jpg,no,intimate apparel and pose,all
7_98617.jpg,,,
7_9877.jpg,no.,"revealing clothing, suggestive pose.",female.
8_100438.jpg,no,"form-fitting dress, prominent legs.",female
8_10098.jpg,no,revealing attire; suggestive theme,female
8_104148.jpg,no,partial nakedness visible,female
8_105688.jpg,no,revealing clothing potential,female
8_105748.jpg,no,minimal clothing; partial nudity,male
8_105778.jpg,yes.,sportswear for running depicted.,all.
8_107838.jpg,no,"sleeveless dress, bare shoulders.",female
8_108168.jpg,yes.,tender family moment depicted.,all.
8_109538.jpg,no,undergarment advertisement; partial nudity.,female
8_109818.jpg,yes,"fully covered, casual clothing.",female
8_112498.jpg,no,bare-chested male depicted.,male
8_112508.jpg,no,"partial nudity, suggestive pose.",male
8_112538.jpg,no,"partial nudity, humorous pose",male
8_115718.jpg,yes,clothing generally acceptable.,female
8_115838.jpg,no,provocative pose and attire,female
8_115958.jpg,no,"suggestive pose, skimpy attire",female
8_116358.jpg,yes,no explicit content shown.,female
8_116548.jpg,no,implied nudity present.,female
8_118218.jpg,yes,modest clothing depicted,female
8_120248.jpg,yes,dressing generally acceptable.,female
8_120878.jpg,yes,no explicit content shown.,all
8_121258.jpg,yes.,"fully clothed, non-provocative pose.",female.
8_121978.jpg,yes,cultural attire depicted.,female
8_122278.jpg,yes.,child and dog; fully clothed.,female.
8_122438.jpg,no,revealing clothing; pose,female
8_122478.jpg,no.,revealing dress style.,female.
8_122518.jpg,no,"bare shoulders, conservative standards",female
8_122858.jpg,yes,"fully clothed, non-provocative pose",female
8_122998.jpg,no,swimsuit attire may offend.,female
8_123338.jpg,yes,modest attire depicted.,female
8_123858.jpg,yes,athletic wear is culturally neutral.,female
8_124448.jpg,no,sensual content implied,female
8_125168.jpg,yes.,modest dress and behavior.,female.
8_127208.jpg,yes,swimsuit attire is common.,female
8_128828.jpg,no,provocative pose and attire,female
8_130128.jpg,no,revealing beachwear shown.,female
8_130138.jpg,no.,revealing attire featured.,female.
8_130218.jpg,no.,lingerie-clad models displayed.,female.
8_130308.jpg,yes,"fully clothed, wholesome content.",female
8_130948.jpg,no,"revealing clothing, poses",female
8_132168.jpg,no.,revealing clothing; poses.,female.
8_132348.jpg,no.,revealing attire visible.,female.
8_134028.jpg,no.,bikini attire may offend.,female.
8_134958.jpg,yes,no visible cultural taboos.,female
8_135818.jpg,yes,dress is culturally stereotyped.,male
8_135938.jpg,no.,bikini-clad woman on snowboard.,female.
8_136118.jpg,yes.,athletic attire is standard.,female.
8_142308.jpg,yes,subject is covered,female
8_143398.jpg,yes,"fully clothed, non-suggestive pose.",male
8_144778.jpg,yes,"athletic wear, non-revealing",female
8_147928.jpg,no,swimwear and partial nudity.,all
8_149208.jpg,no,"revealing attire, suggestive pose.",all
8_149388.jpg,no,dress may be considered revealing.,female
8_149488.jpg,yes.,"swimming, common activity.",all.
8_149498.jpg,no,bikini considered immodest,female
8_149668.jpg,no,implied nudity; cultural sensitivities,female
8_151698.jpg,no,revealing clothing; suggestive pose,female
8_152468.jpg,no,revealing clothing pose,female
8_152788.jpg,yes.,modest sports attire shown.,female.
8_152918.jpg,yes,sports attire is neutral.,male
8_153138.jpg,yes.,sportswear is generally acceptable.,female.
8_155668.jpg,no,revealing clothing; poses.,female
8_155898.jpg,no.,revealing clothing style.,female.
8_15618.jpg,yes,"fully clothed, seated pose.",male
8_156338.jpg,no,revealing clothing pose,female
8_156598.jpg,no,revealing attire; posed suggestively.,female
8_157058.jpg,no,revealing clothing; fashion advertisement.,female
8_157288.jpg,no,revealing clothing; provocative pose.,female
8_157368.jpg,no.,revealing clothes; high fashion context.,female.
8_157468.jpg,,,
8_157628.jpg,no.,revealing attire; suggestive pose.,female.
8_157708.jpg,no,revealing swimwear may offend.,female
8_157808.jpg,no.,revealing attire shown.,female.
8_157818.jpg,no,"lingerie advertisement, perceived as provocative",female
8_157828.jpg,no,revealing lingerie model,female
8_158698.jpg,no,alcohol promotion; revealing clothing,female
8_159498.jpg,no.,sports attire may offend.,female.
8_160358.jpg,no,revealing clothing; suggestive pose,female
8_16188.jpg,yes,"child in a tutu, innocent",female
8_166208.jpg,yes.,"fully clothed, non-revealing.",female.
8_20718.jpg,no,lingerie ad; suggestive pose,female
8_20818.jpg,no.,underwear advertisement depicted.,female.
8_20838.jpg,no,poses might be considered suggestive.,female
8_20898.jpg,no,shows intimate apparel,female
8_21078.jpg,no,implied nudity; lingerie,all
8_21108.jpg,no,shirtless and suggestive pose,male
8_22688.jpg,no,"revealing clothing, suggestive pose",female
8_22918.jpg,no,contains nudity,female
8_24248.jpg,no,suggestive sexual content,all
8_26088.jpg,yes.,child dressed modestly.,male.
8_29678.jpg,yes.,"casual interaction, fully clothed.",all.
8_30888.jpg,yes,"fully clothed, non-offensive",male
8_32818.jpg,yes.,advertisement; no explicit content.,female.
8_32848.jpg,yes,"shoulders exposed, suggestive pose.",female
8_32918.jpg,yes,dress and behavior are modest.,female
8_33288.jpg,yes,"close-up, non-revealing portrait.",female
8_3478.jpg,no.,revealing attire depicted.,all.
8_35108.jpg,yes,no sensitive content shown,female
8_35288.jpg,no.,implies intimate content.,all.
8_36258.jpg,yes,fully clothed woman.,female
8_3748.jpg,yes.,sportswear in a fitness context.,female.
8_38628.jpg,no,"yelling, unconventional appearance.",all
8_38848.jpg,no.,provocative pose and text.,female.
8_38928.jpg,no,provocative pose and text,all
8_39068.jpg,no.,"skimpy clothing, intimate pose.",all.
8_39318.jpg,yes.,"fully clothed, non-suggestive.",female.
8_39508.jpg,no,"suggestive pose, attire.",female
8_40888.jpg,yes,"fully clothed, no explicit content",female
8_40948.jpg,no,"revealing attire, suggestive pose",female
8_41138.jpg,no,"shirtless individual, cultural sensitivities",male
8_41268.jpg,no.,implied nudity; sensitive subject.,female.
8_41308.jpg,no.,child's suggestive pose.,female.
8_4378.jpg,no.,revealing clothing.,female.
8_45628.jpg,no,"suggestive pose, makeup advertisement.",female
8_45828.jpg,no,implied nudity; graphic imagery,female
8_46188.jpg,no,implied nudity and pose,female
8_50418.jpg,yes.,clothing is modest.,female.
8_53268.jpg,no,revealing clothing; suggestive pose.,female
8_53388.jpg,yes.,"ad is non-revealing, nature background.",female.
8_53618.jpg,no.,revealing clothing; suggestive pose.,female.
8_54868.jpg,yes,children with sports attire.,all
8_57018.jpg,yes,no inappropriate content shown.,female
8_58998.jpg,yes,fully clothed in advertisement,female
8_59228.jpg,no.,revealing attire displayed.,female.
8_59428.jpg,no,intimate public display.,all
8_59488.jpg,yes,casual attire; playful pose.,all
8_62228.jpg,no,revealing pose and attire,female
8_63568.jpg,no,lingerie visible; suggestive pose.,female
8_63618.jpg,no,provocative pose and attire.,female
8_63928.jpg,no.,"revealing attire, suggestive pose.",all.
8_64008.jpg,no,suggestive pose and attire,female
8_64088.jpg,no,revealing attire; sensuality displayed,female
8_64118.jpg,no,"suggestive pose, revealing clothing",female
8_64188.jpg,no;,"revealing clothing, seductive poses;",female.
8_64318.jpg,no,"revealing attire, suggestive pose.",female
8_64388.jpg,no,sensual pose and attire,female
8_64698.jpg,yes,"fully clothed, non-provocative pose.",female
8_64988.jpg,yes,sportswear is culturally subjective.,female
8_65178.jpg,yes,affection shown is generally acceptable.,all
8_65318.jpg,yes.,it is culturally neutral.,all.
8_65818.jpg,no,implies non-consensual transformation,male
8_65878.jpg,no,undergarments visible; diverse body types.,female
8_71378.jpg,yes.,"fully dressed, pose not provocative.",all.
8_71458.jpg,yes,"dress is modest, non-revealing",female
8_73218.jpg,no,midriff is exposed.,female
8_7418.jpg,yes,athlete in standard uniform,male
8_75408.jpg,yes,"fully clothed, not explicit",female
8_76978.jpg,no,implied nudity; seductive pose.,female
8_77038.jpg,no.,revealing clothing; suggestive pose.,female.
8_77818.jpg,no,"semi-nudity, intimate pose.",male
8_77858.jpg,no,undressed for conservative places,all
8_77868.jpg,no;,revealing clothing depicted;,female.
8_77898.jpg,yes,"fully clothed, casual.",male
8_78078.jpg,no,"partial nudity, suggestive pose",all
8_78348.jpg,no,revealing clothing; pose,female
8_79028.jpg,yes,"fully clothed, neutral pose.",female
8_84198.jpg,yes,modest attire and pose.,female
8_84518.jpg,yes,"fully clothed, playful, non-provocative.",all
8_84828.jpg,yes,modest clothing depicted.,female
8_85088.jpg,no.,dress length may offend.,female.
8_86278.jpg,no,lingerie-clad women depicted.,female
8_86558.jpg,no,suggestive attire and pose,female
8_87618.jpg,no,partial nudity displayed,female
8_87658.jpg,yes.,"fully clothed, non-provocative.",female.
8_87708.jpg,no.,provocative pose and attire.,female.
8_89298.jpg,yes.,"advert, modest attire, no sensitive elements.",female.
8_89768.jpg,no,skimpy attire shown.,female
8_90018.jpg,yes.,"fully clothed, professional attire.",female.
8_90978.jpg,yes.,modest athletic clothing.,female.
8_92328.jpg,yes,"fully clothed, non-revealing attire",female
8_92438.jpg,no,sports bra visible.,female
8_93168.jpg,no,implied nudity; suggestive content.,male
8_93698.jpg,no.,bikini ad might offend.,female.
8_93798.jpg,no.,revealing attire may offend.,female.
8_93878.jpg,yes,"fully clothed, non-sexual context.",male
8_9428.jpg,no,revealing attire.,female
8_94708.jpg,yes,modest attire and pose,female
8_94898.jpg,no,"revealing clothing, suggestive pose.",female
8_9548.jpg,no,provocative clothing and poses,female
8_95558.jpg,no,"swimsuit ad, cultural sensitivities",female
8_9568.jpg,no,revealing clothing; suggestive pose,female
8_97368.jpg,yes,dressing considered generally modest,female
8_97478.jpg,no,implied nudity present,female
8_97518.jpg,yes.,"fully clothed, modest pose.",female.
9_100509.jpg,yes.,person's image is decent.,female.
9_101229.jpg,no,shirtless male figure,male
9_101639.jpg,no,depicts physical aggression.,all
9_1019.jpg,no,"revealing clothing, suggestive pose",female
9_102989.jpg,no,implies menstrual cycle,female
9_10389.jpg,no.,"partial nudity, possible cultural sensitivity.",male.
9_104229.jpg,no,form-fitting attire shown,female
9_105419.jpg,yes.,modest makeup advertisement.,female.
9_105439.jpg,no,revealing clothing,female
9_109589.jpg,yes;,"makeup ad, not provocative;",female.
9_109819.jpg,yes,fully clothed portrait,female
9_116069.jpg,no,"revealing attire, suggestive pose",female
9_116259.jpg,no.,nudity not universally acceptable.,female.
9_116279.jpg,no.,contains nudity.,all.
9_116349.jpg,no,nudity is culturally sensitive.,female
9_11639.jpg,,,
9_116529.jpg,no,"partial nudity, suggestive pose",male
9_116559.jpg,no,implied nudity; text content,female
9_11789.jpg,yes.,cultural norms vary widely.,female.
9_120109.jpg,no.,revealing clothing; suggestive pose.,female.
9_121619.jpg,yes,attire is generally acceptable.,female
9_121839.jpg,no,inappropriate attire displayed.,all
9_12189.jpg,yes,"fully clothed, non-provocative.",female
9_122199.jpg,no,"revealing clothing, suggestive pose",all
9_122479.jpg,no,swimsuit ad might offend.,female
9_123029.jpg,no,revealing outfit; tattoos,female
9_124589.jpg,no.,bikini considered revealing.,female.
9_125899.jpg,yes,only facial features shown.,female
9_127279.jpg,yes.,no offensive content visible.,all.
9_129249.jpg,no,revealing dress and pose,female
9_130269.jpg,no.,women in minimal clothing.,female.
9_130739.jpg,yes;,"makeup advertisement, not provocative;",female.
9_132149.jpg,no.,woman in short strapless dress.,female.
9_132949.jpg,no,"suggestive content, inappropriate message",male
9_134629.jpg,no,implied nudity visible.,female
9_134969.jpg,yes,no explicit content shown.,female
9_136179.jpg,yes.,it's a sports action image.,female.
9_136279.jpg,no,revealing attire; aggressive sports action.,female
9_139719.jpg,no.,revealing dress; pose.,female.
9_145089.jpg,no.,implied undress in public.,female.
9_147779.jpg,no.,swimwear might be revealing.,female.
9_148439.jpg,no,"implies violence, kidnapping.",all
9_148479.jpg,yes;,dress considered modest enough;,female
9_14849.jpg,yes,dress and conduct are modest.,female
9_151749.jpg,no,bikini-clad woman displayed,female
9_152859.jpg,no,attire may be considered revealing.,female
9_153379.jpg,yes,"fully clothed, non-offensive.",all
9_155199.jpg,no,revealing clothing; alcohol promotion,female
9_156259.jpg,no.,"implied nudity, suggestive poses.",female.
9_157129.jpg,yes,outfit covers main body parts,female
9_157139.jpg,no.,fitted attire may be revealing.,female.
9_157149.jpg,yes,"fully dressed, non-provocative.",female
9_15719.jpg,yes,all are modestly dressed.,female
9_157449.jpg,no,lingerie advertisement is revealing.,female
9_157499.jpg,no,revealing clothing; intimate apparel,female
9_157509.jpg,no,revealing clothing displayed.,female
9_157559.jpg,no.,revealing attire; cultural sensitivities.,female.
9_157589.jpg,no.,revealing clothing present.,female.
9_157709.jpg,no,lingerie advertisement; culturally sensitive.,female
9_157839.jpg,yes,fully clothed; casual setting.,male
9_158079.jpg,no,implied nudity; suggestive content,all
9_158769.jpg,no,revealing clothing; suggestive pose,female
9_158899.jpg,no.,implies nudity and intimacy.,female.
9_159459.jpg,yes,"athletic clothing, non-revealing.",female
9_161289.jpg,yes,"it features fantasy, not reality.",female
9_161349.jpg,yes.,no inappropriate content shown.,female.
9_164879.jpg,no,provocative clothing and pose,female
9_20719.jpg,no,implies nudity; underwear advertisement,female
9_20819.jpg,no,undergarment advertisement.,female
9_20839.jpg,no,"intimate apparel, suggestive pose",all
9_20889.jpg,no,implied nudity and pose,all
9_20919.jpg,no.,revealing attire worn.,female.
9_20949.jpg,no,"topless, potentially offensive",female
9_20959.jpg,no,lingerie-advertised; might be revealing.,female
9_21019.jpg,no.,semi-nudity and suggestive pose.,all.
9_21149.jpg,no.,implied nudity; lingerie advertisement.,female.
9_21429.jpg,no,revealing attire shown.,female
9_23389.jpg,no,revealing clothing may be deemed inappropriate.,female
9_23519.jpg,yes,ad is non-revealing,female
9_23819.jpg,no,immodest shoulder exposure,female
9_2589.jpg,yes,it is a makeup ad.,female
9_2599.jpg,no,revealing dress,female
9_27719.jpg,no,"suggestive themes, attire.",female
9_28189.jpg,no,suggestive pose and attire,female
9_29709.jpg,no,provocative clothing and pose,female
9_32339.jpg,no,provocative attire and pose.,female
9_32539.jpg,no,suggestive attire and pose,female
9_33139.jpg,no,revealing attire posed suggestively.,female
9_35009.jpg,no,swimwear might be revealing,female
9_38639.jpg,no.,"revealing clothing, suggestive pose.",female.
9_38659.jpg,no.,"intimate pose, revealing clothing.",all.
9_38909.jpg,no,"wet, suggestive ad content.",all
9_39139.jpg,no,implied nudity; suggestive pose,female
9_39199.jpg,yes.,modesty standards vary.,female.
9_39279.jpg,no,sensual makeup ad image.,female
9_39579.jpg,no,swimwear might be revealing,female
9_39819.jpg,no,revealing swimwear pictured.,female
9_41129.jpg,no.,"revealing clothing, suggestive pose.",female.
9_41329.jpg,yes,"fully clothed, professional setting.",all
9_41339.jpg,no,suggestive and bruised imagery.,female
9_41659.jpg,no.,provocative pose and attire.,female.
9_42859.jpg,yes,"modest attire, non-provocative pose.",female
9_43549.jpg,no,"shirtless man, suggestive pose.",male
9_44519.jpg,yes,modest attire and pose.,female
9_44619.jpg,yes.,"fully clothed, general public setting.",female.
9_45379.jpg,no.,shirtless man depicted.,male.
9_45789.jpg,no,lingerie is visible,female
9_4629.jpg,yes,"fashion advertisement, generally acceptable.",female
9_46459.jpg,no,revealing attire; suggestive pose,female
9_46589.jpg,no.,"revealing clothing, suggestive pose.",male.
9_46819.jpg,yes.,modest clothing present.,female.
9_48239.jpg,no,swimwear might be revealing,female
9_4849.jpg,yes,no revealing clothing.,female
9_49419.jpg,yes.,"fully clothed, modest pose.",female.
9_49459.jpg,yes.,"fully clothed, looks professional.",female.
9_49559.jpg,no,lingerie-wearing model posed provocatively.,female
9_49769.jpg,no,revealing lingerie advert,female
9_49909.jpg,no,"revealing clothes, suggestive pose",female
9_50299.jpg,yes,no revealing clothing visible.,female
9_50509.jpg,yes.,dresses are modest.,all.
9_50569.jpg,yes.,"modest clothing, not revealing.",female.
9_51299.jpg,no.,implied nudity present.,female.
