image,person,posture,body,female,male,dominant,center
7_19627.jpg,no,,,,,neither,neither
7_19657.jpg,no,,,,,neither,neither
7_19697.jpg,yes,"female, standing &","female, upper body with legs &","naturally, joyfully",no males portrayed,neither,female
7_19817.jpg,yes,male sitting & male sitting & male sitting,male upper body with legs & male upper body with legs & male upper body with legs,no females portrayed,"males portrayed positively, enjoying candy",neither,male
7_20107.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,no females portrayed.,neutral,neither,neither
7_20147.jpg,yes,"male, running","male, upper body with legs",no females present,"active, athletic",neither,male
7_20287.jpg,yes,"male, standing &","male, upper body without legs &",not applicable,"neutral, not emotional",neither,male
7_20357.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"social, leisurely, elegant","casual, recreational, engaged",neither,female
7_20467.jpg,no,no person shown,no person shown,no females shown,no males shown,neither,neither
7_20487.jpg,yes,"female, facing forward","female, face only",confident or confrontational,no males portrayed,neither,female
7_20577.jpg,yes,"male, standing & male, standing","male, upper body without legs & male, lower body with legs",no females depicted,"casual, confident",neither,male
7_20617.jpg,yes,"male, standing","male, upper body with legs",no females shown,"cheerful, professional",neither,male
7_20657.jpg,yes,cannot determine gender & various postures,cannot determine gender & upper body without legs,cannot determine portrayal,cannot determine portrayal,neither,neither
7_20687.jpg,yes,male standing & female sitting,male upper body with legs & female upper body with legs,"positively, with warmth and relaxation","positively, with cheerfulness and engagement",neither,both
7_20727.jpg,yes,"female, standing","female, upper body with legs","confident, stylish",no males shown,neither,female
7_20807.jpg,yes,"male, standing with arms crossed","male, upper body without legs",no females portrayed,confident and strong,neither,male
7_20857.jpg,no,no person shown.,no person shown.,no females shown.,no males shown.,neither,neither
7_20867.jpg,yes,"female, facing forward","female, upper body with legs","confident, elegant",,neither,female
7_20877.jpg,yes,female close & male close,female upper body without legs & male upper body without legs,"tenderly, intimately","affectionately, intimately",neither,both
7_20887.jpg,yes,female reclining & female reclining,female upper body with legs & female upper body with legs,"artistic, possibly alluring",no males depicted,neither,female
7_20917.jpg,yes,female standing & male crouching,female upper body with legs & male upper body with legs,"confident, stylish","athletic, dynamic",neither,both
7_20957.jpg,yes,"male, running","male, upper body with legs",no females shown,"active, athletic",neither,male
7_21017.jpg,yes,"female, sitting or standing &","female, upper body without legs &","elegantly, attractively",no males present,neither,female
7_21027.jpg,yes,"female, seated & relaxed","female, upper body with legs","casually stylish, confident",no males shown,neither,female
7_21057.jpg,yes,"male, running","male, upper body without legs",no female portrayed,"male portrayed as athletic, active",neither,male
7_21067.jpg,yes,female standing & male leaning & female reclined & male sitting,female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs,"confident, fashionable","relaxed, casual",neither,both
7_21077.jpg,yes,"female standing & male seated, female leaning","female upper body without legs & male upper body with legs, female upper body with legs","confident, provocative","relaxed, confident",neither,both
7_21137.jpg,yes,female standing & male leaning,female upper body without legs & male upper body without legs,"confident, intimate","attentive, pensive",neither,both
7_21157.jpg,yes,female walking & male walking,female upper body with legs & male upper body with legs,active and playful,confident and leading,neither,both
7_21177.jpg,yes,male sitting & female sitting,male upper body with legs & female upper body with legs,social and engaged,relaxed and sociable,neither,both
7_21227.jpg,yes,female smiling & male eating,female upper body without legs & male upper body without legs,happy and endorsing,enjoying and satisfied,neither,both
7_21237.jpg,yes,male-standing & female-standing & male-sitting,male-upper body without legs & female-upper body without legs & male-upper body without legs,"cheerful, active, engaging","happy, relaxed, content",neither,female
7_21257.jpg,no,,,not applicable,not applicable,neither,neither
7_21287.jpg,yes,female-standing,female-upper body with legs,cheerfully promoting a product,not applicable,neither,female
7_21327.jpg,yes,male-standing & male-standing & female-sitting & female-sitting,male-upper body with legs & male-upper body with legs & female-upper body with legs & female-upper body with legs,"engaged, relaxed","active, busy",neither,neither
7_21337.jpg,yes,male-standing & female-standing & female-sitting,male-upper body with legs & female-upper body with legs & female-upper body with legs,"casual, relaxed, domestic","active, returning from work",neither,both
7_21407.jpg,yes,"female, neutral posture","female, face only",pleasant and approachable,no males portrayed,neither,female
7_21447.jpg,yes,male standing & male sitting,male upper body with legs & male upper body with legs,no females portrayed,actively skateboarding & passively sitting,neither,male
7_21487.jpg,yes,male sitting & female standing & male sitting,male upper body without legs & female upper body without legs & male upper body without legs,"social, interactive","relaxed, socializing",neither,both
7_21547.jpg,yes,female-standing & male-standing,female-upper body with legs & male-upper body with legs,observing or using cameras,observing or using cameras,neither,both
7_21687.jpg,yes,female standing,female upper body without legs,"positively, confident",no males shown,neither,female
7_21707.jpg,yes,female sitting & male standing & female standing,female upper body without legs & male upper body with legs & female upper body with legs,"content, relaxed, engaged","casual, waiting, alongside female",neither,both
7_21757.jpg,yes,male sitting & male standing,male upper body with legs & male upper body without legs,no female(s) portrayed,"confident, focused",neither,male
7_22057.jpg,yes,male kicking & male falling,male upper body with legs & male upper body with legs,no females portrayed,"active, intense, competitive",male,male
7_22187.jpg,no,,,,,neither,neither
7_22277.jpg,yes,male jumping & male jumping,male upper body with legs & male upper body with legs,no females portrayed,playful and energetic,neither,male
7_22287.jpg,yes,female sitting & female sitting & male sitting,female upper body with legs & female upper body with legs & male upper body with legs,"joyful, socializing, eating.","joyful, socializing, eating.",neither,both
7_22337.jpg,yes,male standing & male standing & male standing,male upper body without legs & male upper body without legs & male upper body without legs,no females present,males portrayed confidently,neither,male
7_22437.jpg,yes,"male, standing &","male, upper body with legs &",no females shown,"confident, casual",neither,male
7_22847.jpg,yes,"male, sitting","male, upper body with legs",no females portrayed,"neutral, in a casual sitting position",neither,male
7_22927.jpg,yes,male sitting & female sitting & female sitting & male sitting & female sitting,male upper body with legs & female upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs,"casually, happily","casually, happily",neither,both
7_22937.jpg,yes,male standing & female sitting & female sitting,male upper body without legs & female upper body with legs & female upper body with legs,"relaxed, comfortable.","active, possibly surprised.",neither,both
7_22997.jpg,yes,male sitting & female sitting,male upper body with legs & female upper body with legs,"playful, happy.","joyful, smiling.",neither,both
7_23117.jpg,yes,female standing & female sitting & female sitting,female upper body with legs & female upper body with legs & female upper body with legs,"casual, happy, playful",there are no males portrayed.,neither,female
7_23187.jpg,yes,"female, sitting &","female, upper body with legs &","innocent, cute",no males portrayed,neither,female
7_23327.jpg,yes,"female, not visible","female, face only",innocent and cute,no males shown,neither,female
7_23377.jpg,yes,"female, lying down","female, face only","sensual, alluring",no males portrayed,neither,female
7_23387.jpg,yes,"female, leaning","female, upper body with legs","sophisticated, contemplative",no males present,neither,female
7_23397.jpg,yes,"female, standing","female, upper body with legs",confident and stylish,no males to describe,neither,female
7_23417.jpg,yes,"male, facing forward","male, upper body without legs",not applicable,confident and serious,male,male
7_23427.jpg,yes,"female, sitting","female, upper body with legs","stylishly, confidently",no males present,neither,female
7_23457.jpg,yes,"male, facing sideways","male, upper body without legs",not applicable,"neutral, poised",neither,male
7_23487.jpg,yes,female sitting & female sitting & female sitting,female upper body with legs & female upper body with legs & female upper body with legs,"confident, stylish, indifferent",no males shown,neither,female
7_23507.jpg,yes,"female, standing","female, upper body with legs","confident, fashionable.",no males present.,neither,female
7_23557.jpg,yes,"female, standing & male, background","female, upper body without legs & male, face only","confident, fashionable","mostly obscured, background presence",neither,female
7_23567.jpg,yes,"female, walking","female, upper body with legs","confident, elegant",no males present,neither,female
7_23587.jpg,yes,"female, seated","female, upper body with legs","reflective, sophisticated",no males portrayed,neither,female
7_23627.jpg,yes,male sitting & female sitting,male upper body with legs & female upper body with legs,"smiling, engaged","playful, active",neither,both
7_23637.jpg,yes,"female, seated &","female, upper body with legs &","elegant, contemplative",no males portrayed,neither,female
7_23707.jpg,yes,"female, reclining","female, upper body without legs","glamorous, elegant",no males portrayed,neither,female
7_23727.jpg,yes,"female, reclining &","female, upper body with legs &","elegantly, alluringly",no males shown,neither,female
7_23767.jpg,yes,female standing & female lying,female upper body with legs & female upper body with legs,"stylish, relaxed",no males present,neither,female
7_23817.jpg,yes,"female, standing &","female, upper body with legs &","poised, styled, and elegant",no males present,neither,female
7_23847.jpg,yes,"male, facing forward & male, profile view","male, upper body without legs & male, face only",no females portrayed,"positively, associated with speed and sport",neither,male
7_23887.jpg,yes,female-standing & female-standing,female-upper body with legs & female-upper body with legs,"confident, fashionable",no males present,neither,female
7_24127.jpg,yes,male standing & female sitting & male standing & female standing & male sitting & male standing & female standing & female standing & male standing & female standing & female standing & female sitting & child standing & child standing & female holding child & child standing & female standing & female sitting,male upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs & male upper body with legs & male upper body with legs & female upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs & child upper body with legs & child upper body with legs & female upper body with legs & child upper body with legs & female upper body with legs & female upper body with legs,"positively, in casual beach attire.","positively, in casual beach attire.",neither,both
7_24247.jpg,yes,"male, standing & male, diving","male, upper body with legs & male, upper body without legs",no females present,"athletic, dynamic",neither,male
7_24267.jpg,no,,,,,neither,neither
7_2447.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"affectionate, embracing","affectionate, embracing",neither,both
7_24537.jpg,yes,"female, sitting &","female, upper body with legs &","confident, contemplative",no males shown,neither,female
7_24617.jpg,yes,"male, driving","male, upper body with legs",no females shown,"confident, in control",neither,male
7_24667.jpg,yes,male sitting & female standing & male standing,male upper body with legs & female upper body with legs & male upper body with legs,"casual, relaxed, socializing","casual, relaxed, observing",neither,neither
7_24697.jpg,yes,male standing & male standing & male standing & male standing & male standing & male leaning & male standing & male standing & male standing & male standing & male standing & male leaning & male leaning & male sitting,male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs & male upper body without legs,not applicable.,"casual, interested in vehicle",neither,neither
7_247.jpg,yes,male sitting & female sitting,male upper body with legs & female upper body with legs,"relaxed, smiling","relaxed, smiling",neither,both
7_24707.jpg,yes,female sitting & male sitting,female upper body without legs & male upper body without legs,"casually, riding in car","driving, focused",neither,both
7_24727.jpg,yes,male seated & female seated,male upper body with legs & female upper body with legs,"casually, content, as passengers","focused, driving, as driver",neither,both
7_24757.jpg,yes,"male, standing","male, upper body without legs",no females portrayed,"confident, approachable",neither,male
7_24797.jpg,no,,,,,neither,neither
7_24807.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"formal, welcoming, composed","uniformed, authoritative, attentive",neither,female
7_24857.jpg,yes,female standing,female upper body with legs,"elegantly, confident, alongside car",no males to portray,neither,female
7_24877.jpg,yes,female seated & male seated,female upper body without legs & male upper body without legs,"happy, social, passengers","happy, social, driver",neither,both
7_24887.jpg,yes,male sitting & female sitting,male upper body without legs & female upper body without legs,"relaxed, enjoying a drive","relaxed, steering the vehicle",neither,female
7_24917.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"active, outdoors","active, outdoors",neither,both
7_2497.jpg,yes,"female, facing forward","female, face only","confident, attractive, direct gaze",no males present,neither,female
7_25007.jpg,yes,"female, seated","female, upper body without legs",safe and secure,not applicable,neither,female
7_25047.jpg,yes,"female, neutral posture","female, upper body without legs","thoughtfully, calmly",no males portrayed,neither,female
7_25057.jpg,no,no person shown,no person shown,no females portrayed,no males portrayed,neither,neither
7_25087.jpg,yes,female-standing & male-sitting,female-upper body with legs & male-upper body with legs,"positively, engaged with a car","positively, driving and showcasing cars",neither,both
7_25307.jpg,yes,"male, standing.","male, upper body with legs.",no females depicted.,"confident, athletic.",neither gender is portrayed.,neither gender is the center.
7_2537.jpg,yes,"female, standing","female, upper body without legs","confident, engaged",not applicable,neither,female
7_25407.jpg,yes,"male, standing","male, upper body with legs",no females shown,"smiling, confident",neither,male
7_25677.jpg,yes,female-standing & female-standing & female-standing,female-upper body without legs & female-upper body without legs & female-upper body without legs,"positively, fashionably",no males present,neither,female
7_25697.jpg,yes,female-standing & female-leaning,female-upper body with legs & female-upper body with legs,"happy, confident",not applicable.,neither,both
7_25717.jpg,yes,"female, sitting &","female, upper body without legs &","elegant, glamorous.",no males portrayed.,neither,female
7_25727.jpg,yes,"female, standing & female, standing","female, upper body without legs & female, upper body without legs","happy, sociable",no males portrayed,neither,female
7_25757.jpg,yes,female standing & male standing,female upper body without legs & male upper body without legs,professionally,professionally,neither,both
7_25777.jpg,no,*,*,*,*,neither,neither  (*) there are no people in the image to describe.
7_25837.jpg,yes,female sitting & male standing,female upper body without legs & male upper body with legs,"playful, cheerful","affectionate, jolly",neither,female
7_2587.jpg,yes,"female, smiling","female, face only",happy and approachable,,neither,female
7_25907.jpg,yes,female sitting & female sitting & female sitting,female upper body with legs & female upper body with legs & female upper body with legs,"formally, uniformly",not applicable,neither,female
7_2597.jpg,yes,female smiling & female smiling & female smiling & female smiling,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"positively, supporting a cause",no males shown,neither,female
7_25977.jpg,yes,male standing & female sitting,male upper body with legs & female upper body with legs,"casual, confident, young","confident, competitive, serious",male,male
7_26017.jpg,no,,,,,neither,neither
7_26027.jpg,no,not applicable,not applicable,not applicable,not applicable,neither,neither
7_26037.jpg,yes,female standing & male standing & female standing,female upper body with legs & male upper body with legs & female upper body with legs,"positive, healthy, smiling","supportive, smiling, positive",neither,female
7_26067.jpg,yes,female-standing & male-standing & female-standing,female-upper body without legs & male-upper body without legs & female-upper body without legs,"actively, positively, diverse activities","actively, positively",neither,both
7_26077.jpg,yes,"male, standing &","male, upper body without legs &",no females portrayed,"surprised, educational context",neither,male
7_26107.jpg,yes,female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs,positively and fashionably,no males being portrayed,neither,female
7_26117.jpg,yes,female & standing,female & upper body with legs,"posed, holding flowers",no males in image,neither,female
7_26367.jpg,yes,male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs,no female(s) in image,"casual, youthfully styled, relaxed",neither,neither
7_26377.jpg,yes,"female, standing &","female, upper body without legs &","confident, attractive",no male(s) portrayed,neither,female
7_26397.jpg,yes,"female, smiling &","female, upper body without legs &","positively, with a smile",no male(s) portrayed,neither,female
7_26417.jpg,yes,female standing & male sitting,female upper body with legs & male upper body with legs,"seductive, attention-seeking","distracted, disinterested",neither,female
7_2647.jpg,yes,"male, standing","male, upper body without legs",no female(s) shown,male portrayed in a sports setting,neither,male
7_2677.jpg,yes,female & seated,female & upper body with legs,elegant and sophisticated,no males present,neither,female
7_2687.jpg,yes,"female, sitting &","female, upper body with legs &",playful and feminine,no males to portray,neither,female
7_26887.jpg,yes,male seated & male face front,male upper body without legs & male face only,no females shown,"neutral, no explicit portrayal",neither,both
7_2707.jpg,yes,"female, standing &","female, upper body with legs &",playfully eating.,no males portrayed.,neither,female
7_27117.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,as joke victims or surprised,as jokesters or tricked,neither,neither
7_2717.jpg,yes,female standing & child standing,female upper body without legs & child upper body without legs,"thoughtful, nurturing",not applicable,neither,female
7_27207.jpg,yes,male standing & male standing,male upper body with legs & male upper body with legs,no females portrayed,"playful, cartoonish",neither,both
7_27297.jpg,yes,"female, seated cross-legged &","female, upper body with legs &",calmly meditating,not applicable,neither,female
7_2737.jpg,yes,female standing & female standing & female standing,female upper body without legs & female upper body without legs & female upper body without legs,"positively, diverse, happy",no males portrayed,neither,female
7_2757.jpg,yes,female standing & female sitting,female upper body without legs & female upper body without legs,"elegant, poised, endorsing.",not applicable.,female,female
7_27587.jpg,yes,"male, sitting","male, upper body with legs",no females shown,"neutral, somewhat humorous",neither,male
7_27597.jpg,yes,"male, sitting","male, upper body with legs",no females depicted,"casual, promoting product",neither,male
7_27777.jpg,yes,male-standing & male-standing,male-upper body with legs & male-upper body with legs,no females shown,"confident, active",neither,both
7_27837.jpg,no,,,,,neither,neither
7_2807.jpg,yes,female standing & female standing,female upper body without legs & female upper body without legs,"positively, attractively",not applicable,neither,both
7_2817.jpg,yes,female leaning & male leaning,female upper body with legs & male upper body with legs,"sensual, confident","intense, contemplative",neither,both
7_28237.jpg,yes,male standing & female seated,male upper body without legs & female upper body with legs,"professional, engaged, attentive","professional, presenting, authoritative",neither,both
7_28427.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,actively engaged and happy,focused and engaged,neither,both
7_28597.jpg,yes,male active & female active & male active,male upper body with legs & female upper body with legs & male upper body with legs,"portrayed as active, engaged in action","portrayed as active, engaged in action",neither,both
7_28627.jpg,yes,male standing & male standing & male standing & male standing,male upper body with legs & male upper body with legs & male upper body with legs & male upper body with legs,no females shown,males are portrayed performing,neither,male
7_28667.jpg,yes,"female, standing","female, upper body with legs","positively, stylishly, confidently",no males shown,neither,female
7_28677.jpg,yes,female-standing & female-standing & female-standing,female-upper body with legs & female-upper body with legs & female-upper body with legs,"confident, stylish",not applicable,neither,female
7_28747.jpg,yes,female sitting & male leaning,female upper body with legs & male upper body with legs,"relaxed, enjoying a drink","social, sharing a moment",neither,both
7_28817.jpg,yes,"female, standing","female, upper body with legs","confident, engaged",no male present,neither,female
7_28827.jpg,yes,"female, seated &","female, upper body with legs &",playful and stylish,no males portrayed,neither,female
7_28837.jpg,no,no people shown.,no people shown.,no females portrayed.,no males portrayed.,neither,neither
7_28937.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"joyful, confident","serious, unimpressed",neither,female
7_28947.jpg,yes,"female, standing","female, upper body with legs","professional, helpful",not applicable,neither,female
7_29017.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,"playful, attractive","professional, courteous",neither,both
7_29067.jpg,yes,male standing & male sitting & male various,male upper body without legs & male upper body without legs & male body without face,not applicable,"animated, enthusiastic",neither,male
7_29077.jpg,yes,female standing & male walking,female upper body without legs & male upper body with legs,"elegantly, in wedding attire","casually, walking",neither,female
7_29187.jpg,no,,,,,neither,neither
7_29237.jpg,yes,"female, smiling &","female, upper body with legs &","happy, confident",no males shown,neither,female
7_29247.jpg,yes,female standing & female standing & female standing & male standing,female upper body with legs & female upper body with legs & female upper body with legs & male upper body with legs,"socializing, enjoying outdoors","socializing, enjoying outdoors",neither,both
7_29287.jpg,yes,"female, sitting","female, upper body with legs","graceful, ethereal",,neither,female
7_29297.jpg,yes,female smiling & child cheek kissing,female face only & child face only,"positively, nurturing",no males shown,neither,female
7_29327.jpg,yes,female smiling & female posing & female smiling,female upper body without legs & female upper body without legs & female upper body without legs,"positively, confidently, attractively",there are no males,neither,female
7_29367.jpg,yes,"female, seated","female, upper body without legs","confident, positive",no males shown,neither,female
7_29397.jpg,yes,female laughing & female leaning,female upper body without legs & female upper body with legs,"joyful, energetic",not applicable,neither,both
7_29447.jpg,yes,"female, standing & female, sitting","female, upper body with legs & female, upper body without legs","happy, domestic setting",not applicable,neither,female
7_29477.jpg,yes,female & neutral,female & face only,"cosmetically enhanced, glamorous.",no males depicted.,neither,female
7_29627.jpg,yes,"female, standing &","female, upper body with legs &","neutral, holding products",not applicable,neither,female
7_29647.jpg,yes,female standing & infant unclear,female upper body with legs & infant upper body with legs,"protective, nurturing",not applicable,neither,female
7_29667.jpg,yes,"female, standing &","female, upper body without legs &","positively, confidently",no males present,neither,female
7_2967.jpg,yes,"female, standing","female, upper body with legs",confidently and attractively,no males depicted,neither,female
7_29677.jpg,yes,"female, looking forward","female, face only","neutral, composed",no males shown,neither,female
7_29687.jpg,yes,"female, smiling","female, upper body with legs","positively, smiling with a beverage",no males shown,neither,female
7_29707.jpg,no,,,,,neither,neither
7_29747.jpg,yes,"male, standing & female, holding bottle","male, upper body with legs & female, hand only","not visible, only hand shown","casual, drinking a beverage",neither,male
7_29757.jpg,yes,female sitting & male standing,female upper body without legs & male upper body without legs,"relaxed, engaged in conversation","attentive, participating in conversation",neither,female
7_29777.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"joyful, active","joyful, active",neither,both
7_29817.jpg,yes,male drinking & female smiling,male upper body without legs & female upper body without legs,"happy, social, enjoying","relaxed, enjoying",neither,both
7_29837.jpg,yes,"male, sitting","male, upper body with legs",no females shown,"cheerful, festive",neither,male
7_29857.jpg,yes,male sitting & female standing,male upper body with legs & female upper body with legs,"casually, confidently","professionally, attentively",neither,male
7_2987.jpg,yes,female diving & male swimming,female upper body without legs & male upper body without legs,"active, sporty","active, sporty",neither,both
7_29897.jpg,yes,"female, sitting &","female, upper body without legs &","happy, welcoming, domestic setting",no males shown,neither,female
7_29917.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,"smiling, engaged, sociable","socializing, enjoying company",neither,both
7_29927.jpg,yes,female sitting & male sitting,female upper body with legs & male upper body with legs,"playful, happy, inviting","social, cheerful, enjoying",neither,female
7_29937.jpg,no,,,,,neither,neither
7_29947.jpg,yes,"female, sitting","female, upper body with legs","playfully, traditionally dressed",not applicable,neither,female
7_2997.jpg,yes,"male, face visible","male, face only",not applicable,"neutral, no clear emotion",neither,male
7_29977.jpg,yes,"female, sitting & male, hiding face","female, upper body with legs & male, face only","playful, intriguing","hidden, playful",neither,female
7_30037.jpg,yes,male & crouching,male & upper body with legs,,confidently presenting a product,neither,male
7_30047.jpg,yes,"male, standing","male, upper body with legs",not applicable,"professionally, confidently portrayed",neither,male
7_30077.jpg,yes,female-standing & female-standing,female-upper body with legs & female-upper body with legs,"socially engaging, curious",not applicable,neither,female
7_30107.jpg,yes,"female, drinking & male, smiling","female, upper body without legs & male, face only","casually, enjoying a drink","smiling, in the background",neither,female
7_30117.jpg,yes,female leaning back & male crouched,female upper body with legs & male upper body with legs,"energetic, playful, stylish","strong, supportive, dynamic",neither,both
7_30157.jpg,yes,male standing & female standing & male sitting & male sitting & female sitting & female sitting & male sitting,male upper body with legs & female upper body with legs & male upper body with legs & male upper body with legs & female upper body with legs & female upper body with legs & male upper body with legs,"female(s) portrayed happy, sociable.","male(s) portrayed happy, sociable.",neither,neither
7_30167.jpg,yes,male seated & female standing,male upper body with legs & female upper body with legs,"playful, joyful","refreshed, playful",neither,male
7_3017.jpg,yes,"male, throwing & male, running","male, upper body with legs & male, upper body with legs",no females present,"active, athletic",neither,male
7_30197.jpg,yes,"female, standing with hands on head &","female, upper body without legs &",confident and joyful,not applicable,neither,female
7_30317.jpg,no,no person shown.,no person shown.,no females portrayed.,no males portrayed.,neither,neither
7_30557.jpg,yes,"female, standing & male, standing","female, upper body with legs & male, upper body with legs","confident, strong","heroic, adventurous",neither,both
7_3057.jpg,yes,male seated & male driving & male passenger,male upper body without legs & male upper body without legs & male upper body without legs,no females portrayed,"animated, active, in a vehicle",neither,male
7_3067.jpg,yes,"male, standing","male, upper body with legs",not applicable,"confident, content",neither,male
7_30677.jpg,no,,,not applicable.,not applicable.,neither,neither
7_30707.jpg,yes,"female, standing &","female, lower body with legs &","active, outdoorsy",not applicable,neither,female
7_3077.jpg,yes,"female, running &","female, upper body with legs &","playful, active",there are no males portrayed.,neither,female
7_30787.jpg,yes,female-standing &,female-upper body with legs &,"confident, authoritative",no males depicted,neither,female
7_30847.jpg,yes,female sitting & female standing,female upper body with legs & female upper body with legs,"casual, engaging in activity",not applicable,neither,both
7_30967.jpg,yes,female-standing & female-standing & male-standing,female-upper body with legs & female-upper body with legs & male-upper body with legs,"positively, cheerful","positively, cheerful",neither,both
7_31037.jpg,yes,"female, standing","female, upper body with legs","confident, strong",no males portrayed,neither,female
7_3107.jpg,yes,male smiling & male smiling & male smiling & male winking,male upper body with legs & male upper body with legs & male upper body with legs & male upper body without legs,no female portrayed,"cheerfully, in a festive mood",neither,neither
7_31247.jpg,yes,male seated & male standing,male upper body without legs & male upper body without legs,no females depicted,"males portrayed professionally, one relaxed",neither,both
7_31297.jpg,yes,male-standing & female-standing & female-standing,male-upper body without legs & female-upper body without legs & female-upper body without legs,"casual, happy, engaging","casual, happy, engaged",neither,female
7_31437.jpg,yes,"male, skating","male, upper body with legs",no females depicted,"confident, athletic",neither,male
7_31487.jpg,yes,female sitting & male sitting & female sitting,female upper body with legs & male upper body with legs & female upper body with legs,"engaged, concentrated","engaged, casual",neither,female
7_31577.jpg,yes,"female, standing &","female, upper body with legs &","confident, attractive",no males depicted,neither,female
7_31737.jpg,yes,female-sitting & male-standing & female-sitting & male-standing,female-upper body with legs & male-upper body with legs & female-upper body with legs & male-upper body with legs,"engaged, smiling, technologically involved","confident, happy, promoting",neither,both
7_31817.jpg,no,,,,,neither,neither
7_31837.jpg,yes,"female, standing","female, upper body with legs","positively, with a pleasant demeanor",no males depicted,neither,female
7_31847.jpg,no,not applicable.,not applicable.,not applicable.,not applicable.,neither,neither
7_31867.jpg,no,,,,,neither,neither
7_31897.jpg,yes,male & standing,male & upper body with legs,not applicable,"assertive, confident",neither,male
7_31957.jpg,yes,"female, standing &","female, upper body with legs &","professionally, approachable",no males depicted,neither,female
7_31977.jpg,no,,,,,neither,neither
7_31987.jpg,yes,male-standing & female-standing,male-upper body with legs & female-upper body with legs,"actively, dynamically","actively, dynamically",neither,both
7_32007.jpg,yes,"male, standing","male, upper body with legs",no females portrayed,"casual, approachable",neither,male
7_32047.jpg,yes,female sitting & male leaning & female lying,female upper body with legs & male upper body with legs & female upper body with legs,"casual, playful","casual, laid-back",neither,both
7_32097.jpg,yes,male standing & male standing & male standing & male depicted waist-up & male standing & male depicted upper body,male upper body with legs & male upper body with legs & male upper body with legs & male upper body without legs & male upper body with legs & male upper body without legs,no females portrayed,"confident, heroic, strong",neither,male
7_32117.jpg,yes,"male, standing","male, upper body without legs",no females shown,"surprised, humorous",neither,male
7_32157.jpg,yes,"female, standing","female, upper body with legs","confident, cheerful",no males shown,neither,female
7_32257.jpg,yes,"female, walking","female, upper body with legs","casual, carefree",no male portrayed,neither,female
7_32317.jpg,yes,"male, seated","male, upper body without legs",no females portrayed,"confident, promoting product",neither,male
7_32447.jpg,yes,"female, smiling","female, face only","positively, smiling",no males shown,neither,female
7_32567.jpg,yes,female-standing & male-standing & male-standing,female-upper body with legs & male-upper body with legs & male-upper body with legs,"surprised, confused","casual, indifferent",neither,female
7_3257.jpg,yes,female-standing & male-standing,female-upper body with legs & male-upper body with legs,"playful, festive","engaged, happy",neither,both
7_32597.jpg,yes,male sitting & female sitting,male upper body without legs & female upper body without legs,"casual, social, engaging","casual, lively, entertaining",neither,both
7_32827.jpg,yes,"female, hand on head","female, upper body without legs","glamorous, confident",no males portrayed,neither,female
7_32837.jpg,yes,female & seated,female & upper body without legs,"confident, elegant",no males shown,neither,female
7_32847.jpg,yes,"female, standing &","female, upper body with legs &","confident, relaxed, promotional",no males portrayed,neither,female
7_32867.jpg,yes,"female, standing &","female, upper body without legs &","glamorous, confident",no males in the image,neither,female
7_32887.jpg,yes,"female, facing forward &","female, face only &","beauty-focused, neutral expression",no males portrayed,neither,female
7_32897.jpg,yes,"female, hands on head &","female, face only &",confident and alluring.,no males to portray.,neither,female
7_32907.jpg,yes,"female, smiling","female, face only","positively, smiling",not applicable,neither,female
7_32937.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,confident and stylish,no males portrayed,neither,female
7_32957.jpg,yes,female & neutral,female & face only,"confidently, naturally",no males portrayed,neither,female
7_3297.jpg,yes,female-standing & female-standing & female-standing,female-upper body without legs & female-upper body without legs & female-upper body without legs,"playful, cheerful, theatrical",there are no males portrayed.,neither,both
7_32987.jpg,yes,"female, posing","female, face only",glamorous and confident,no males present,neither,female
7_32997.jpg,yes,"female, smiling &","female, upper body without legs &","positively, smiling",no males depicted,neither,female
7_33007.jpg,yes,"female, standing or sitting&","female, face only&","positively, attractively.",not applicable.,neither.,female.
7_33017.jpg,yes,"female, facing forward","female, face only","confident, attractive",not applicable,neither,female
7_33027.jpg,yes,"female, facing forward &","female, face only &","confident, sophisticated",no males shown,neither,female
